Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
43.0,0.0,3.0,21.0,2.0,2.0,2.0,4.0,1.0,3.0,0.0,4.0,0.0,5.0,0.0,1.0,2.0,21804.0
21.0,1.0,1.0,10.0,2.0,2.0,3.0,5.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,21711.0
38.0,0.0,2.0,8.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,22347.0
48.0,1.0,1.0,10.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,5.0,1.0,1.0,3.0,22898.0
34.0,1.0,3.0,10.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,0.0,2.0,3.0,24713.0
46.0,1.0,3.0,6.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,32567.0
27.0,0.0,1.0,9.0,3.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,16706.0
38.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,22347.0
36.0,1.0,1.0,14.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,0.0,3.0,0.0,1.0,3.0,28899.0
44.0,0.0,1.0,11.0,2.0,2.0,2.0,4.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,18162.0
32.0,1.0,1.0,12.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,18038.0
59.0,0.0,3.0,9.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,6.0,0.0,4.0,1.0,1.0,0.0,21383.0
41.0,1.0,1.0,13.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,19766.0
41.0,1.0,1.0,7.0,2.0,2.0,3.0,4.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0,21065.0
41.0,0.0,1.0,9.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,22922.0
29.0,1.0,1.0,10.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,26333.0
40.0,1.0,3.0,16.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,3.0,24705.0
34.0,1.0,3.0,13.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,0.0,5.0,1.0,1.0,2.0,19759.0
38.0,0.0,1.0,29.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,24526.0
26.0,0.0,1.0,6.0,3.0,1.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,17007.0
38.0,0.0,1.0,7.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,0.0,1.0,3.0,32281.0
52.0,1.0,1.0,9.0,3.0,2.0,3.0,6.0,1.0,4.0,1.0,7.0,0.0,1.0,0.0,2.0,2.0,24160.0
24.0,1.0,1.0,27.0,1.0,2.0,2.0,4.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,17296.0
35.0,1.0,1.0,11.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,23095.0
38.0,1.0,3.0,14.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,22347.0
29.0,1.0,1.0,12.0,3.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,18131.0
41.0,1.0,1.0,15.0,2.0,2.0,3.0,3.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,17238.0
35.0,1.0,3.0,28.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,24015.0
29.0,1.0,3.0,12.0,3.0,2.0,3.0,4.0,1.0,5.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,27141.0
54.0,1.0,3.0,8.0,2.0,1.0,2.0,4.0,3.0,3.0,0.0,7.0,0.0,5.0,1.0,0.0,3.0,25686.0
26.0,1.0,1.0,13.0,2.0,1.0,3.0,5.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,2.0,1.0,22347.0
38.0,1.0,3.0,13.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,22347.0
38.0,0.0,3.0,11.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,6.0,0.0,4.0,1.0,1.0,1.0,21471.0
30.0,1.0,3.0,17.0,2.0,2.0,4.0,4.0,0.0,3.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,21320.0
39.0,1.0,1.0,16.0,3.0,2.0,2.0,3.0,4.0,5.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,32068.0
28.0,1.0,1.0,21.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,17207.0
24.0,1.0,1.0,11.0,3.0,2.0,3.0,3.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,2.0,1.0,21497.0
30.0,1.0,1.0,30.0,2.0,2.0,3.0,4.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,20879.0
19.0,1.0,1.0,9.0,3.0,1.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,16483.0
37.0,1.0,3.0,7.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,24879.0
39.0,1.0,1.0,6.0,2.0,1.0,3.0,4.0,4.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,27742.0
27.0,1.0,3.0,17.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,23362.0
46.0,1.0,3.0,9.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,28225.0
41.0,0.0,3.0,9.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,23005.0
38.0,1.0,3.0,10.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,0.0,2.0,3.0,26106.0
41.0,1.0,1.0,12.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,7.0,1.0,3.0,1.0,0.0,2.0,21032.0
31.0,1.0,1.0,14.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,0.0,5.0,1.0,2.0,2.0,22169.0
35.0,1.0,3.0,13.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,19601.0
30.0,1.0,1.0,11.0,1.0,1.0,2.0,3.0,0.0,5.0,1.0,6.0,0.0,5.0,1.0,1.0,1.0,18204.0
36.0,0.0,1.0,9.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,3.0,0.0,2.0,2.0,24440.0
35.0,1.0,3.0,21.0,1.0,1.0,3.0,4.0,0.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,21257.0
24.0,0.0,3.0,30.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,17400.0
26.0,1.0,1.0,10.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,17875.0
36.0,0.0,1.0,11.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,22927.0
38.0,1.0,1.0,8.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,18477.0
51.0,1.0,1.0,14.0,3.0,1.0,3.0,5.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,4.0,37418.0
36.0,1.0,1.0,15.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,2.0,1.0,20947.0
46.0,0.0,3.0,16.0,2.0,1.0,4.0,5.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,24271.0
54.0,1.0,1.0,25.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,20485.0
28.0,1.0,3.0,13.0,3.0,1.0,2.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,19779.0
59.0,1.0,3.0,17.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,32550.0
27.0,0.0,1.0,14.0,3.0,2.0,4.0,4.0,0.0,3.0,2.0,3.0,0.0,4.0,1.0,3.0,1.0,21248.0
30.0,1.0,1.0,14.0,2.0,1.0,3.0,1.0,3.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,26416.0
30.0,1.0,3.0,9.0,3.0,2.0,4.0,5.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,25322.0
58.0,1.0,1.0,31.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,2.0,3.0,28117.0
39.0,0.0,3.0,17.0,1.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,24344.0
34.0,1.0,3.0,19.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,23628.0
48.0,1.0,1.0,13.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,22347.0
47.0,1.0,1.0,25.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,5.0,1.0,2.0,2.0,23488.0
42.0,1.0,1.0,14.0,3.0,0.0,3.0,4.0,1.0,3.0,3.0,8.0,0.0,3.0,1.0,1.0,2.0,23681.0
51.0,1.0,1.0,35.0,3.0,2.0,4.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,21899.0
45.0,1.0,3.0,8.0,1.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,0.0,5.0,1.0,1.0,2.0,21632.0
21.0,0.0,3.0,15.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,17610.0
23.0,1.0,1.0,22.0,3.0,1.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,21549.0
44.0,0.0,1.0,17.0,2.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,23935.0
31.0,1.0,1.0,13.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,22143.0
50.0,1.0,1.0,8.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,34237.0
54.0,0.0,3.0,9.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,26203.0
60.0,1.0,2.0,13.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,20945.0
45.0,1.0,1.0,10.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,38191.0
37.0,1.0,1.0,10.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,7.0,0.0,2.0,1.0,1.0,1.0,21513.0
29.0,1.0,3.0,16.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,17297.0
36.0,0.0,3.0,15.0,3.0,1.0,4.0,5.0,3.0,3.0,1.0,6.0,1.0,5.0,1.0,3.0,3.0,29055.0
31.0,1.0,1.0,8.0,3.0,2.0,4.0,4.0,0.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,22257.0
52.0,1.0,1.0,16.0,2.0,2.0,4.0,4.0,0.0,3.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,20753.0
33.0,1.0,1.0,9.0,1.0,2.0,3.0,5.0,1.0,5.0,2.0,6.0,0.0,4.0,0.0,2.0,2.0,20854.0
42.0,1.0,1.0,8.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,0.0,1.0,1.0,0.0,2.0,21781.0
43.0,1.0,1.0,12.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,1.0,0.0,0.0,31627.0
34.0,1.0,3.0,8.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,21274.0
31.0,1.0,1.0,12.0,1.0,1.0,3.0,4.0,0.0,5.0,1.0,7.0,0.0,5.0,0.0,2.0,1.0,21882.0
36.0,1.0,1.0,8.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,5.0,0.0,5.0,1.0,0.0,1.0,17543.0
33.0,1.0,1.0,6.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,21949.0
33.0,1.0,1.0,20.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,17756.0
36.0,1.0,3.0,7.0,3.0,0.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,4.0,1.0,1.0,2.0,23537.0
41.0,0.0,1.0,9.0,3.0,1.0,3.0,2.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,22922.0
30.0,1.0,1.0,22.0,2.0,1.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,22871.0
32.0,0.0,1.0,8.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,18068.0
54.0,1.0,1.0,15.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,0.0,5.0,0.0,1.0,2.0,17897.0
31.0,1.0,1.0,9.0,3.0,2.0,3.0,5.0,0.0,3.0,3.0,2.0,0.0,4.0,0.0,1.0,1.0,21398.0
31.0,0.0,3.0,26.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,17791.0
34.0,1.0,1.0,25.0,2.0,1.0,2.0,4.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,17929.0
49.0,1.0,1.0,13.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,0.0,1.0,0.0,3.0,2.0,22918.0
31.0,1.0,3.0,15.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,7.0,0.0,3.0,1.0,1.0,3.0,25942.0
38.0,1.0,3.0,16.0,3.0,2.0,3.0,5.0,1.0,4.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,22867.0
42.0,0.0,1.0,13.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,19556.0
31.0,1.0,1.0,7.0,2.0,2.0,3.0,6.0,0.0,3.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,22511.0
30.0,1.0,1.0,22.0,2.0,2.0,3.0,4.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,21018.0
40.0,0.0,1.0,32.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,20605.0
46.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,7.0,0.0,5.0,1.0,0.0,0.0,32861.0
44.0,0.0,1.0,34.0,2.0,1.0,3.0,4.0,3.0,5.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,29498.0
33.0,1.0,1.0,27.0,3.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,17028.0
29.0,1.0,1.0,29.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,17201.0
61.0,0.0,3.0,35.0,3.0,1.0,4.0,5.0,3.0,5.0,0.0,6.0,0.0,2.0,1.0,1.0,3.0,28944.0
28.0,1.0,1.0,25.0,3.0,2.0,3.0,4.0,0.0,5.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,18196.0
25.0,1.0,1.0,24.0,3.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,23055.0
30.0,1.0,3.0,13.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,17983.0
48.0,1.0,3.0,21.0,3.0,2.0,3.0,4.0,1.0,5.0,3.0,4.0,0.0,2.0,0.0,2.0,2.0,23638.0
45.0,0.0,3.0,15.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,20593.0
25.0,1.0,3.0,19.0,3.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,17096.0
31.0,1.0,1.0,13.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,20915.0
36.0,1.0,1.0,16.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,23776.0
50.0,0.0,1.0,28.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,29411.0
51.0,0.0,1.0,9.0,3.0,1.0,2.0,4.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,36534.0
31.0,0.0,3.0,26.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,21932.0
41.0,1.0,1.0,9.0,3.0,1.0,3.0,5.0,0.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,21020.0
38.0,1.0,3.0,11.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,0.0,0.0,2.0,22347.0
60.0,1.0,3.0,13.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,20220.0
33.0,0.0,1.0,9.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,5.0,1.0,1.0,1.0,17909.0
39.0,1.0,3.0,23.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,22876.0
34.0,1.0,1.0,33.0,3.0,1.0,3.0,3.0,0.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,17311.0
46.0,0.0,3.0,11.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,20772.0
30.0,0.0,3.0,9.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,23327.0
32.0,1.0,1.0,14.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,0.0,3.0,1.0,1.0,2.0,24593.0
43.0,1.0,1.0,31.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,26084.0
28.0,1.0,1.0,35.0,2.0,2.0,3.0,5.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,21549.0
31.0,0.0,1.0,12.0,2.0,2.0,4.0,5.0,0.0,3.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,22439.0
27.0,1.0,1.0,9.0,3.0,2.0,2.0,4.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,17045.0
31.0,1.0,3.0,35.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,20468.0
38.0,1.0,1.0,35.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,6.0,0.0,2.0,1.0,0.0,1.0,18452.0
57.0,1.0,1.0,11.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,6.0,0.0,4.0,0.0,3.0,4.0,38621.0
47.0,1.0,3.0,11.0,3.0,1.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,37467.0
49.0,1.0,1.0,13.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,25466.0
35.0,1.0,1.0,6.0,3.0,2.0,1.0,4.0,0.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,17859.0
35.0,0.0,1.0,8.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0,20093.0
34.0,1.0,3.0,6.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,24725.0
38.0,0.0,1.0,6.0,2.0,1.0,3.0,3.0,1.0,5.0,0.0,2.0,0.0,5.0,1.0,2.0,2.0,22347.0
58.0,1.0,3.0,27.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,32875.0
60.0,0.0,3.0,34.0,3.0,1.0,3.0,4.0,3.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,25266.0
46.0,1.0,1.0,8.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,34328.0
28.0,1.0,1.0,11.0,2.0,1.0,4.0,4.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,20996.0
36.0,1.0,1.0,13.0,2.0,2.0,3.0,6.0,1.0,3.0,3.0,3.0,0.0,5.0,0.0,2.0,2.0,25324.0
46.0,1.0,3.0,8.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,0.0,1.0,1.0,1.0,4.0,33947.0
31.0,1.0,3.0,13.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,21929.0
30.0,1.0,1.0,16.0,2.0,2.0,2.0,5.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,22661.0
29.0,1.0,3.0,16.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,17642.0
37.0,0.0,3.0,27.0,3.0,1.0,2.0,3.0,0.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,17973.0
53.0,1.0,1.0,30.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,22005.0
28.0,0.0,2.0,6.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,17706.0
34.0,1.0,1.0,15.0,2.0,2.0,3.0,2.0,0.0,5.0,1.0,8.0,0.0,3.0,1.0,2.0,1.0,21821.0
35.0,1.0,1.0,15.0,2.0,1.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,3.0,25685.0
34.0,1.0,1.0,14.0,3.0,2.0,3.0,4.0,3.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,30369.0
33.0,1.0,1.0,13.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,26691.0
39.0,1.0,1.0,17.0,3.0,1.0,3.0,6.0,3.0,3.0,1.0,5.0,0.0,1.0,1.0,2.0,3.0,31884.0
31.0,1.0,1.0,35.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,2.0,24453.0
25.0,0.0,1.0,9.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,22438.0
48.0,1.0,3.0,9.0,2.0,1.0,4.0,5.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,21972.0
37.0,0.0,1.0,25.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,3.0,0.0,2.0,2.0,26457.0
29.0,1.0,1.0,10.0,1.0,1.0,3.0,4.0,0.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,17109.0
29.0,1.0,3.0,16.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,17642.0
38.0,1.0,1.0,25.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,22347.0
40.0,0.0,1.0,15.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,3.0,28499.0
43.0,1.0,1.0,18.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,29336.0
26.0,1.0,3.0,34.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,21272.0
35.0,1.0,3.0,15.0,2.0,1.0,4.0,4.0,1.0,5.0,0.0,7.0,0.0,2.0,1.0,1.0,2.0,25178.0
22.0,1.0,1.0,17.0,3.0,1.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,17244.0
32.0,0.0,1.0,14.0,2.0,1.0,3.0,5.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,27621.0
41.0,1.0,1.0,17.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,5.0,1.0,3.0,0.0,2.0,1.0,20891.0
56.0,1.0,1.0,10.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,5.0,0.0,4.0,1.0,1.0,4.0,34943.0
35.0,1.0,1.0,13.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,23487.0
32.0,1.0,1.0,7.0,2.0,2.0,4.0,5.0,0.0,5.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,20896.0
43.0,1.0,3.0,12.0,3.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,36981.0
42.0,1.0,1.0,13.0,3.0,2.0,4.0,5.0,1.0,4.0,3.0,8.0,1.0,3.0,1.0,3.0,2.0,24710.0
29.0,0.0,3.0,13.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,19554.0
53.0,0.0,3.0,9.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,4.0,37746.0
27.0,0.0,1.0,7.0,3.0,1.0,4.0,5.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,20685.0
31.0,0.0,1.0,9.0,3.0,1.0,3.0,4.0,0.0,3.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,21242.0
29.0,1.0,1.0,23.0,3.0,2.0,4.0,3.0,1.0,5.0,3.0,2.0,0.0,5.0,0.0,3.0,2.0,24339.0
28.0,1.0,1.0,9.0,2.0,1.0,3.0,4.0,0.0,5.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,21019.0
47.0,1.0,3.0,9.0,3.0,1.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,35726.0
